BCRNAME;abd_ppy_median;abd_ppy_lower;abd_ppy_upper;bird_id
BOREAL HARDWOOD TRANSITION;0.0530071950350193;-0.959350242035543;0.907992463463608;House Sparrow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.50135909005327;0.247710203930298;1.13300844029419;House Sparrow
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;-4.67190834445619;-5.36401414828309;-3.10112584616648;Evening Grosbeak
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.2159968669377;-5.21841085517151;-0.836685629981181;Evening Grosbeak
BOREAL SOFTWOOD SHIELD;1.27057063033096;0.23328336119058;3.74552167373179;Evening Grosbeak
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;-1.21837269119154;-1.74339432379659;-0.527192835086341;Pine Grosbeak
TAIGA SHIELD AND HUDSON PLAINS;-0.207402937977403;-0.957080451178134;0.935809510760916;Pine Grosbeak
BOREAL HARDWOOD TRANSITION;0.223137165704782;-0.89440334248292;1.02503414185706;Pine Grosbeak
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;7.06848921332584;5.61572844801799;8.92276952712751;Pine Grosbeak
BOREAL HARDWOOD TRANSITION;1.55444996761599;-1.33787193790312;4.76060322219974;House Finch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;2.65893265602722;2.20309515338937;3.02170252123792;House Finch
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;0.649704125978478;0.0876268621962676;1.32882885689078;Purple Finch
BOREAL SOFTWOOD SHIELD;0.735030562915233;-0.253624980773866;1.24987031006836;Purple Finch
TAIGA SHIELD AND HUDSON PLAINS;1.16005021371693;0.0681273888918509;2.41604049410392;Purple Finch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.70345751535358;0.646594255042667;2.83638957816594;Purple Finch
BOREAL SOFTWOOD SHIELD;-4.60529353544683;-5.25810499759331;-3.97475684636502;Common Redpoll
BOREAL HARDWOOD TRANSITION;-3.68145429830845;-4.51223651097187;-2.95017633905183;Common Redpoll
TAIGA SHIELD AND HUDSON PLAINS;-2.40041889890634;-3.11362390265769;-1.48104079930179;Common Redpoll
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.61204371052346;0.877757215402249;2.52264635994445;Common Redpoll
TAIGA SHIELD AND HUDSON PLAINS;-1.0102147157571;-2.805264671231;2.13957825768745;Red Crossbill
BOREAL SOFTWOOD SHIELD;1.67770282984309;0.549589353812382;3.53061691284824;Red Crossbill
BOREAL HARDWOOD TRANSITION;3.37276045525502;2.16353456988236;4.44394605931843;Red Crossbill
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;4.84877601788741;3.95281500206411;7.68221857100295;Red Crossbill
TAIGA SHIELD AND HUDSON PLAINS;2.54671410053236;1.29697986666639;3.62773815260325;White-winged Crossbill
BOREAL SOFTWOOD SHIELD;4.78388339026206;3.87868182339717;5.61302698136539;White-winged Crossbill
BOREAL HARDWOOD TRANSITION;6.02891631219589;4.90708283990768;7.13344067950385;White-winged Crossbill
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;8.36742423860298;7.51363745630004;10.2150045106761;White-winged Crossbill
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.1641053449484;-4.50383699834272;-1.94658375601962;Pine Siskin
TAIGA SHIELD AND HUDSON PLAINS;-2.58730446313101;-3.9553043838171;-0.920387565258822;Pine Siskin
BOREAL HARDWOOD TRANSITION;-1.72174290264411;-2.81725035126095;-0.318066438990238;Pine Siskin
BOREAL SOFTWOOD SHIELD;-0.87615153242135;-2.8698544091427;0.634881492935254;Pine Siskin
TAIGA SHIELD AND HUDSON PLAINS;-3.09731961491846;-4.05054470094223;-2.24407812388649;American Goldfinch
BOREAL SOFTWOOD SHIELD;-2.65378075645833;-3.26711950724527;-2.22807290800513;American Goldfinch
BOREAL HARDWOOD TRANSITION;-2.17529031819868;-2.61237770396883;-1.70443560149972;American Goldfinch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.48825752260028;-1.699973001745;-1.20874341176508;American Goldfinch
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.29507385813573;-3.15209019669929;-1.72009286859447;Grasshopper Sparrow
BOREAL HARDWOOD TRANSITION;-1.03614119445029;-2.30275166501913;0.745059472707076;Grasshopper Sparrow
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
TAIGA SHIELD AND HUDSON PLAINS;-1.4132348162035;-2.15101034633387;-0.33933713816842;Chipping Sparrow
BOREAL HARDWOOD TRANSITION;-1.32980271379592;-1.75739243207458;-0.845516899701616;Chipping Sparrow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.23987902573094;-1.53787317745167;-0.931443550875013;Chipping Sparrow
BOREAL SOFTWOOD SHIELD;-1.00300461799841;-1.66667171487486;-0.45426956780694;Chipping Sparrow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.36043066965989;-4.40152256515697;-2.70787996799539;Clay-colored Sparrow
BOREAL SOFTWOOD SHIELD;-2.54857698203912;-4.39527198198779;-1.85602047269267;Clay-colored Sparrow
BOREAL HARDWOOD TRANSITION;-1.84942564848293;-3.24480723460175;-1.02403133784994;Clay-colored Sparrow
TAIGA SHIELD AND HUDSON PLAINS;1.02625925683452;0.0282018251757425;2.09002561450868;Clay-colored Sparrow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.12329319710558;-1.51101887881833;-0.835700729401939;Field Sparrow
BOREAL HARDWOOD TRANSITION;-0.992935138361125;-1.77239323864523;0.380259581100534;Field Sparrow
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.338087738628877;-1.65700066631762;1.76105915092124;Fox Sparrow
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.39229917342688;-3.93623727504321;-2.95269359912223;White-throated Sparrow
TAIGA SHIELD AND HUDSON PLAINS;-2.00581501383836;-2.88180755738291;-1.4097913291176;White-throated Sparrow
BOREAL HARDWOOD TRANSITION;-0.850577971408785;-1.18915607242649;-0.544721021178582;White-throated Sparrow
BOREAL SOFTWOOD SHIELD;0.267383298130696;-0.266912001486881;0.79762246984625;White-throated Sparrow
BOREAL SOFTWOOD SHIELD;-7.8409713665575;-12.593558311912;-5.00017031186764;Vesper Sparrow
BOREAL HARDWOOD TRANSITION;-6.78384248348325;-8.68313878075093;-4.71306426772049;Vesper Sparrow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.61934919959123;-2.29686902217331;-0.0689725066747587;Vesper Sparrow
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;-6.68064032354239;-9.29217220042329;-5.1504999873107;LeConte's Sparrow
TAIGA SHIELD AND HUDSON PLAINS;-6.3497060501974;-9.00470952250022;-3.98848116735829;LeConte's Sparrow
BOREAL SOFTWOOD SHIELD;-1.41366513566761;-5.39309028205948;1.29547171874853;LeConte's Sparrow
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.71750659021028;-4.3263327445765;-3.13949610847084;Savannah Sparrow
TAIGA SHIELD AND HUDSON PLAINS;-3.41054490044719;-6.31854454028585;-1.97603897172964;Savannah Sparrow
BOREAL HARDWOOD TRANSITION;-2.67856829597019;-3.36324493268893;-2.12125825371814;Savannah Sparrow
BOREAL SOFTWOOD SHIELD;-1.80054101605257;-2.73844332685555;-0.530215486328894;Savannah Sparrow
TAIGA SHIELD AND HUDSON PLAINS;-1.8858926628152;-3.32399324396208;-0.98751326077007;Song Sparrow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.67825158452664;-0.919064955748138;-0.456533456792433;Song Sparrow
BOREAL HARDWOOD TRANSITION;-0.523803787823006;-1.03889947946603;-0.0966214978008343;Song Sparrow
BOREAL SOFTWOOD SHIELD;0.0209078246251891;-0.641867598958183;0.649566283871236;Song Sparrow
BOREAL HARDWOOD TRANSITION;-4.29304954443811;-5.68941378191496;-3.24664172815993;Lincoln's Sparrow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.6289097626036;-4.50821246853058;-1.46206692510399;Lincoln's Sparrow
BOREAL SOFTWOOD SHIELD;-2.25804314747544;-3.54523575948754;-0.740827860563525;Lincoln's Sparrow
TAIGA SHIELD AND HUDSON PLAINS;2.17564323676125;-2.30519267875311;5.09147526723548;Lincoln's Sparrow
TAIGA SHIELD AND HUDSON PLAINS;-1.06521756159386;-3.11897203929023;0.0214472645443313;Swamp Sparrow
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.897924862582222;-1.32792554963304;-0.00221253052995081;Swamp Sparrow
BOREAL SOFTWOOD SHIELD;1.24690843157973;-0.164978729217423;1.57381923143742;Swamp Sparrow
BOREAL HARDWOOD TRANSITION;1.30647375335499;0.446198213490446;1.82448613175427;Swamp Sparrow
BOREAL HARDWOOD TRANSITION;-0.3751494417047;-1.48344844348374;1.74950775121173;Eastern Towhee
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.19575567816163;-1.08184436883025;0.304260511363407;Eastern Towhee
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.84834178325822;-4.28829113037876;-3.54253108875343;Bobolink
BOREAL HARDWOOD TRANSITION;-2.74682807336823;-3.49515314743935;-2.34869513867523;Bobolink
BOREAL SOFTWOOD SHIELD;-0.712526176703865;-1.59022503653912;0.328548419329718;Bobolink
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.98247539215464;-2.62974105156114;-0.472192729914079;Eastern Meadowlark
BOREAL HARDWOOD TRANSITION;0.309427742097385;-0.339447972255679;2.24418968369501;Eastern Meadowlark
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;-1.58869024785003;-6.48779780354912;3.09005890750159;Western Meadowlark
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.988099125334248;-1.71857184653617;0.350663447486106;Western Meadowlark
BOREAL HARDWOOD TRANSITION;4.65375149515597;1.00630361883331;10.8736761125898;Western Meadowlark
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;2.2308089386516;1.58850865644163;3.75194350352508;Orchard Oriole
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;0.0890797978608451;-1.95293688603652;2.78497930851887;Baltimore Oriole
BOREAL HARDWOOD TRANSITION;0.273702121895115;-0.445396241688817;1.54579576150365;Baltimore Oriole
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.22622052701914;0.966419109775673;1.73942103342052;Baltimore Oriole
NA;NA;NA;NA;NA
TAIGA SHIELD AND HUDSON PLAINS;-1.78601987221928;-2.75389865376994;-0.514599129732873;Red-winged Blackbird
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.42904177997176;-1.7582476887066;-1.1474338623656;Red-winged Blackbird
BOREAL SOFTWOOD SHIELD;-0.218039146665067;-1.08621773903589;0.788028319176665;Red-winged Blackbird
BOREAL HARDWOOD TRANSITION;-0.0699293873988568;-0.84272523309063;0.813527464847272;Red-winged Blackbird
BOREAL HARDWOOD TRANSITION;-0.647154926796509;-1.88325313712046;-0.116562063235249;Brown-headed Cowbird
BOREAL SOFTWOOD SHIELD;-0.47406359026452;-2.18204873477806;0.163295139672018;Brown-headed Cowbird
TAIGA SHIELD AND HUDSON PLAINS;-0.366318965641917;-0.996051192892315;0.180474203078011;Brown-headed Cowbird
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.298674683110155;-0.0828603541602047;0.688380632358819;Brown-headed Cowbird
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.36113291106161;-2.5806571126427;2.49891693517267;Rusty Blackbird
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-6.5369661656833;-8.72853348805144;-4.54977034861556;Brewer's Blackbird
BOREAL HARDWOOD TRANSITION;-3.52232777771066;-5.02189185260683;-1.19511550048284;Brewer's Blackbird
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.756367641800319;-1.18268005127963;-0.3690487320544;Common Grackle
TAIGA SHIELD AND HUDSON PLAINS;-0.318017424203447;-1.29538441337147;0.716069721170561;Common Grackle
BOREAL HARDWOOD TRANSITION;0.727479932980521;-0.259961270325273;1.27349218894465;Common Grackle
BOREAL SOFTWOOD SHIELD;0.875692183715759;-0.0946903713730886;1.85544015310521;Common Grackle
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.980018643613105;-1.49579256474901;-0.370131047160934;Ovenbird
BOREAL HARDWOOD TRANSITION;-0.364817140383339;-0.84705225660016;-0.0405930524166507;Ovenbird
TAIGA SHIELD AND HUDSON PLAINS;-0.269890339924563;-1.28056919277552;1.42541213145536;Ovenbird
BOREAL SOFTWOOD SHIELD;0.854044303771092;0.0653936213568832;1.38533611407603;Ovenbird
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.151695343656141;-1.09588317314139;1.07495533314877;Northern Waterthrush
TAIGA SHIELD AND HUDSON PLAINS;1.51352827115301;0.169431793972773;2.63942174196092;Northern Waterthrush
BOREAL HARDWOOD TRANSITION;2.64084334041309;1.61204988905171;3.48991406785276;Northern Waterthrush
BOREAL SOFTWOOD SHIELD;3.11962576821892;2.70105419741126;3.84011494857538;Northern Waterthrush
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.85584093285949;-6.04023349197919;-2.48662898148913;Golden-winged Warbler
BOREAL HARDWOOD TRANSITION;-2.51478793837692;-3.27464459595853;-0.490738294902263;Golden-winged Warbler
BOREAL SOFTWOOD SHIELD;-2.43004452671597;-3.16729009998574;-1.4704951758816;Golden-winged Warbler
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.41477833204536;-4.39459871396553;-2.11057396106515;Blue-winged Warbler
BOREAL HARDWOOD TRANSITION;-2.39472833131705;-3.52928660398035;-0.138913917362218;Blue-winged Warbler
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.153634511596872;-0.474991837621544;0.491493913349051;Black-and-white Warbler
BOREAL HARDWOOD TRANSITION;1.0902050469372;0.630894857482326;1.68014377738968;Black-and-white Warbler
BOREAL SOFTWOOD SHIELD;1.52019676124005;0.809233983336994;2.11134592094103;Black-and-white Warbler
TAIGA SHIELD AND HUDSON PLAINS;2.69030977720331;0.508786673913072;4.81531565453762;Black-and-white Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.21278361138317;-4.22912864735634;-0.554234917710634;Tennessee Warbler
TAIGA SHIELD AND HUDSON PLAINS;-1.20980164595822;-3.1428082914698;0.104915760827498;Tennessee Warbler
BOREAL HARDWOOD TRANSITION;0.853644920068578;0.0312894250907508;2.01967530571905;Tennessee Warbler
BOREAL SOFTWOOD SHIELD;1.98263559733391;1.16501600298304;2.65998805508855;Tennessee Warbler
TAIGA SHIELD AND HUDSON PLAINS;-2.07749434224999;-3.12795889502533;0.1197323159137;Orange-crowned Warbler
BOREAL SOFTWOOD SHIELD;0.299050244931694;-3.10045004389487;2.05934232194474;Orange-crowned Warbler
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.42062580716946;-3.89954660497758;-2.89574112012757;Nashville Warbler
TAIGA SHIELD AND HUDSON PLAINS;-1.47394839077742;-2.63160765493281;-0.428832992504068;Nashville Warbler
BOREAL HARDWOOD TRANSITION;-0.852916000060427;-1.19725394408679;-0.61682506643423;Nashville Warbler
BOREAL SOFTWOOD SHIELD;-0.535935259373216;-0.958521682370587;-0.155570773403625;Nashville Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.756118601755817;-1.38542909380131;0.0660971753714461;Mourning Warbler
BOREAL HARDWOOD TRANSITION;0.563374333530078;-0.539615590321963;1.32228463723976;Mourning Warbler
BOREAL SOFTWOOD SHIELD;1.20758626258849;0.00707471343466759;1.83804646670431;Mourning Warbler
TAIGA SHIELD AND HUDSON PLAINS;1.26706089803498;0.0716209608048637;2.01171114543913;Mourning Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.937084785562121;-1.23294633257155;-0.753594754550505;Common Yellowthroat
BOREAL HARDWOOD TRANSITION;-0.896960064888983;-1.22388635494252;-0.613457650288255;Common Yellowthroat
TAIGA SHIELD AND HUDSON PLAINS;-0.785293092304942;-1.54940093967735;0.385800073014031;Common Yellowthroat
BOREAL SOFTWOOD SHIELD;-0.424001498605289;-0.890146863248627;0.0362517885291919;Common Yellowthroat
BOREAL HARDWOOD TRANSITION;0.062159563230699;-0.291694314391925;0.44216552247698;American Redstart
TAIGA SHIELD AND HUDSON PLAINS;0.163826083862829;-0.665322322610923;1.57936786317909;American Redstart
BOREAL SOFTWOOD SHIELD;0.674623455734162;0.4017951213027;1.09361217764084;American Redstart
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;2.088694585521;1.78018149665159;2.39756778685517;American Redstart
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL HARDWOOD TRANSITION;-4.7951399255305;-7.06096180873746;0.85872530403127;Cerulean Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.91226314506961;-6.12018540326655;1.53013703809599;Cerulean Warbler
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
TAIGA SHIELD AND HUDSON PLAINS;1.32719010669676;0.880753137093063;2.76704399175555;Northern Parula
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;3.14380279834174;2.27363729402332;5.69965450302196;Northern Parula
BOREAL HARDWOOD TRANSITION;3.26108927525246;2.21469146476584;4.08772314573817;Northern Parula
BOREAL SOFTWOOD SHIELD;4.32659876471966;2.93555625977042;4.93332280660243;Northern Parula
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-3.08360278685204;-3.57094241476647;-2.06839555520823;Magnolia Warbler
BOREAL HARDWOOD TRANSITION;-1.53436862738104;-2.03134411725351;-1.18760832203181;Magnolia Warbler
BOREAL SOFTWOOD SHIELD;0.87548184489428;0.207902837523379;1.52654084204421;Magnolia Warbler
TAIGA SHIELD AND HUDSON PLAINS;0.980842094800404;-0.981456136610246;2.73640239887342;Magnolia Warbler
TAIGA SHIELD AND HUDSON PLAINS;-3.75219731380535;-5.18173411939636;-2.527407764059;Bay-breasted Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-2.26940658539861;-3.57751243146649;-0.261129710649557;Bay-breasted Warbler
BOREAL SOFTWOOD SHIELD;0.333781117991782;-0.517756054745224;1.35118315499531;Bay-breasted Warbler
BOREAL HARDWOOD TRANSITION;0.67980508612459;0.203333694812301;1.19775241604962;Bay-breasted Warbler
TAIGA SHIELD AND HUDSON PLAINS;-1.0237903071081;-1.80774578368082;0.69860137731408;Blackburnian Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.162522807451073;-0.508168931529829;0.706563523999426;Blackburnian Warbler
BOREAL HARDWOOD TRANSITION;0.295888523556;-0.239633281181822;0.843853817084428;Blackburnian Warbler
BOREAL SOFTWOOD SHIELD;2.46400352179218;1.73109951872797;3.01935429559941;Blackburnian Warbler
TAIGA SHIELD AND HUDSON PLAINS;-3.6806677127552;-5.45956771879252;-2.04361725675881;Yellow Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.25017026474007;-0.589194745497534;0.186873774078663;Yellow Warbler
BOREAL HARDWOOD TRANSITION;0.060109618967857;-0.935774163361656;0.655930555454025;Yellow Warbler
BOREAL SOFTWOOD SHIELD;0.419965990020009;-1.06852394957243;1.23191544025005;Yellow Warbler
BOREAL SOFTWOOD SHIELD;-0.617803518347575;-1.39898136815315;-0.0218191861396588;Chestnut-sided Warbler
BOREAL HARDWOOD TRANSITION;-0.380582269387008;-1.02252119220037;0.0823534333517417;Chestnut-sided Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;0.823112042020049;0.512545044897171;1.39919479766489;Chestnut-sided Warbler
TAIGA SHIELD AND HUDSON PLAINS;1.19224367223786;-0.30054651194973;2.39216521879988;Chestnut-sided Warbler
BOREAL SOFTWOOD SHIELD;-4.88745460827847;-5.91931146437548;-2.86659110835253;Blackpoll Warbler
TAIGA SHIELD AND HUDSON PLAINS;-2.6613183938238;-3.93054337561903;-1.1980719934239;Blackpoll Warbler
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.53072415936983;-2.29083389869064;-0.546203984344628;Black-throated Blue Warbler
TAIGA SHIELD AND HUDSON PLAINS;-1.22898939053436;-1.82082012909697;0.0110774327939928;Black-throated Blue Warbler
BOREAL HARDWOOD TRANSITION;-0.423215726870055;-1.0586152481779;0.646240859245941;Black-throated Blue Warbler
BOREAL SOFTWOOD SHIELD;1.7841452356265;0.790964128331556;3.43604013924798;Black-throated Blue Warbler
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;0.897757333376182;0.248847375270426;3.19336678905698;Pine Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.47190111012768;1.01288853363718;2.73723565385002;Pine Warbler
BOREAL HARDWOOD TRANSITION;3.29112590663195;2.37177176005235;4.14585442306625;Pine Warbler
NA;NA;NA;NA;NA
TAIGA SHIELD AND HUDSON PLAINS;-3.18146678180092;-3.91847667255029;-1.99724686847233;Black-throated Green Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.82810372795594;-2.41817441377423;-1.52137466586738;Black-throated Green Warbler
BOREAL HARDWOOD TRANSITION;-1.64292212082195;-2.1217340206986;-1.15006480555361;Black-throated Green Warbler
BOREAL SOFTWOOD SHIELD;-0.168367800646042;-0.781229418035531;0.500777010737228;Black-throated Green Warbler
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.11313176092592;-1.34903584892447;0.177434967521167;Canada Warbler
BOREAL HARDWOOD TRANSITION;0.114051898032331;-0.168784600897571;0.553448180859107;Canada Warbler
BOREAL SOFTWOOD SHIELD;1.57027008905181;1.0474613276131;2.3131664074287;Canada Warbler
TAIGA SHIELD AND HUDSON PLAINS;6.2107590781636;4.06985496162481;9.45590163620662;Canada Warbler
BOREAL SOFTWOOD SHIELD;-3.69845916906852;-4.84649473634802;-2.01744858126009;Wilson's Warbler
BOREAL HARDWOOD TRANSITION;-3.59765852373264;-4.86193513152612;-2.63859827242582;Wilson's Warbler
TAIGA SHIELD AND HUDSON PLAINS;-1.1731238883802;-3.9763317556849;-0.0419562492538943;Wilson's Warbler
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;-1.74082016481925;-2.499090421327;0.0846758062397631;Scarlet Tanager
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.21901034143789;-2.29169166943859;-0.768139865752242;Scarlet Tanager
BOREAL HARDWOOD TRANSITION;-0.924969289936385;-1.40584708636667;-0.169850605607453;Scarlet Tanager
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.63241912735001;1.2848466163877;2.02242099174949;Northern Cardinal
BOREAL HARDWOOD TRANSITION;4.42061397555947;3.30396169072129;6.33183888965067;Northern Cardinal
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;0.0528204775220546;-1.14973223271462;0.988975499877761;Rose-breasted Grosbeak
BOREAL HARDWOOD TRANSITION;0.262503994610533;-0.243610685528259;1.50016092800154;Rose-breasted Grosbeak
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;1.65359333417312;1.20078339346738;2.18169209870123;Rose-breasted Grosbeak
NA;NA;NA;NA;NA
BOREAL SOFTWOOD SHIELD;-0.396045631501226;-3.00343662534035;0.690454415840263;Indigo Bunting
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-0.152012764777345;-0.398338219595895;0.334771512758324;Indigo Bunting
BOREAL HARDWOOD TRANSITION;0.977506963650774;-0.296002833595117;2.37018581132244;Indigo Bunting
NA;NA;NA;NA;NA
LOWER GREAT LAKES/ ST. LAWRENCE PLAIN;-1.3846405242177;-2.75464215305593;0.896244098719161;Dickcissel
BOREAL HARDWOOD TRANSITION;3.72423074829561;1.2920115713724;7.01623794161665;Dickcissel
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
